微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HiGhZf7Jj,今天想去做个检查。在 walk in 诊所等了一个半小时，然后见了医生，然后去验血、验尿、做心电图。几项检验在同一个房间，很快。总的时间加起来跟国内也差不多。检验结果会直接发给医生，也跟医生约好了下周的时间，这样就不用等了。没花钱。  ,无,无,2019-02-28 04:21,微博 weibo.com,7,2,4
HinWV2Yy4,再读LuShan会议实录。撇开政治斗争不说，在经济政策层面，高级干部们都在计划经济这个坑里争论问题是否都由各种比例失调引起。苏联的经验是什么，为什么中国可以比苏联跃进，如果不跃进岂不是大家这辈子都看不到共产主义。群众运动是自发的，总是要鼓励和保护，不能熄灭群众对共产主义的如火热情。  ,无,无,2019-02-26 05:39,iPhone 6,2,1,1
Hin82l1xw,#khipu# 存储引擎 Kesque 做 compaction 时，如果想只用同一份在内存中的索引，这份索引可能需要同时指向四个 kv 文件。我想了一个方案，需要对还存活的 kv 的索引打标记，并在 compaction 的最后阶段对这份索引做 GC —— 我怎么摊上一个这么复杂的任务。  ,无,无,2019-02-26 03:34,微博 weibo.com,5,2,2
Hhkv3aQMd,一位朋友刚通过了魁北克省移民。  ,无,无,2019-02-19 07:02,iPhone 6,15,0,0
HhjYC30pm,我的院子里也有一棵砍掉的苹果树。Stan 讲了它的故事。有一年这棵树结了非常非常多的苹果，然后把自己压垮了。（前）屋主捡了几大筐苹果，送给了邻居。然后又一天，全副武装出来（好像要上战场 —— Stan 的描述），踞了一天。现在小柴屋里还有没烧完的木头。  ,无,无,2019-02-19 05:42,微博 weibo.com,5,2,1
HhjVXbqt3,邻居那棵被风吹得摇摇欲坠的大树，警察来看过，市政来看过，最后在市政府申请砍树许可，因为是紧急情况，很快就批了。Tree Service 来了两部车，四个人，干了两个多小时，花费了近 $1000。砍下、锯好的主干段落，叫来自己儿子，忙了一下午运到了院子里，可以用来烧壁炉。  ,无,无,2019-02-19 05:36,微博 weibo.com,5,4,5
HhcnTbwr0,加拿大人不怕冷之 —— 极地空军基地的训练 邓草原的微博视频  ,无,无,2019-02-18 10:22,微博视频,2,0,0
HhcnmEDSj,加拿大人不怕冷之 —— 冬天里的 Grey 杯 邓草原的微博视频  ,无,无,2019-02-18 10:21,微博视频,13,22,5
HhcmJ5uf7,加拿大人不怕冷之 —— 加拿大气温换算对照表  原图 ,http://wx1.sinaimg.cn/large/6fc85a2fly1g0ad1pmje5j20g60geq50.jpg,无,2019-02-18 10:20,微博 weibo.com,2,2,1
HhchMEkK4,加拿大空军 C17 战略运输机短距起飞 (Source：Manchester Aviation) 邓草原的秒拍视频  ,无,无,2019-02-18 10:07,秒拍网页版,9,5,0
HhaaCs0na,雪是很特别的，所有落在它上面或者它掩盖的东西最终都会还回去。  ,无,无,2019-02-18 04:44,微博 weibo.com,3,0,0
Hh4yo0uxN,诚然，JPM Coin 要做的事不用区块链也能做，但它指引了一个可能的方向，即与 Currency、Token  等相关的业务可以用开源的、共通的协议和实现来完成。而因为密码学等区块链技术的应用，这种开源的、共通的协议和实现是足够安全的。  ,无,无,2019-02-17 14:26,微博 weibo.com,9,1,0
HgzshwBgA,小川上在后院里玩滑雪 邓草原的秒拍视频  ,无,无,2019-02-14 07:16,iPhone 6,28,2,3
HgxPjcEoC,砍树  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fly1g05e2odke0j21400u0u0y.jpg,http://ww2.sinaimg.cn/large/6fc85a2fly1g05e2w30jqj21400u0b2a.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1g05e2yfm3uj21400u07wi.jpg",无,2019-02-14 03:07,微博 weibo.com,1,1,3
HgoViskhh,大概是维多利亚地区二十多年来最大的雪。在东部人面前见笑了。  [组图共4张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fly1g04ar20p54j21400u0u0x.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1g04ar4a4ssj20u0140npd.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1g04ar7djxvj21400u0ah9.jpg,http://ww4.sinaimg.cn/large/6fc85a2fly1g04azaco7aj20na0k8qp9.jpg",无,2019-02-13 04:27,微博 weibo.com,5,0,1
HghPyy66z,加拿大冬季新运动之 —— 滑锹（要看到最后）。来自：MeanwhileinCana @ twitter 邓草原的微博视频  ,无,无,2019-02-12 10:24,秒拍网页版,5,2,2
Hg87CcKtg,下午 4 点又下起了大雪，大维多利亚区域交通状况转差。小川上和妈妈去滑雪了，回来的 1 号高速关闭，找了酒店先住一晚。（图三是维多利亚机场）  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fly1g029mounosj20x00pendz.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1g029nfwq6oj20g80j6dqi.jpg,http://ww4.sinaimg.cn/large/6fc85a2fly1g029njazdwj20k00dcdg5.jpg",无,2019-02-11 09:41,微博 weibo.com,1,0,0
Hg7fIuD7B,昨天的狂风刮了近 24 小时，隔壁四十多年、15 米高左右的松树，一根 30 厘米粗的树干裂成两部分，一部分已经脱离，所幸被其它的树枝挡住，剩下的一部分也在风中摇摇欲坠。市政 tree service 的过来看，估计整颗树都要砍掉。其实我一直对房子周围的大树比较警惕，所以看房子从不看树林里的。 Updated.  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fly1g0260ogdt5j21w02iou0y.jpg,http://ww2.sinaimg.cn/large/6fc85a2fly1g0260tfeqaj21w02iob2b.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1g02c4axq5jj21w02ioe81.jpg",无,2019-02-11 07:28,iPhone 6,2,2,0
HfXz0FHsU,QuadrigaCX 陷疑云，我不禁想到去年加拿大银行联合对这家交易所的封锁。QuadrigaCX 一直声称是加银行对虚拟货币的故意打压并要提告银行，但银行的封锁并没有针对所有的交易所。加拿大银行系统一向有稳健的声誉，即便在 2008 年的全球金融危机期间也能独善其身，因此对普通人而言，不妨相信加拿大银行。  ,无,无,2019-02-10 06:48,iPhone 6,2,0,0
HfSN0fEEJ,我是没有看过刘慈欣的小说和电影，比如「流浪地球」。不过从微博上的动静看，我认为不需要行星发动机，“给足够的喷子，就可以推动地球” —— “我们人多”。  ,无,无,2019-02-09 18:39,微博 weibo.com,43,10,5
HfNqLgIA3,我好像被下雪吵醒了。  原图 ,http://wx1.sinaimg.cn/large/6fc85a2fly1fzzp9b8h80j22io1w0e82.jpg,无,2019-02-09 05:00,iPhone 6,13,0,3
HfGRokhXA,小川上今晚的 Scout 活动是去参观维多利亚大学 UVic 的天文望远镜。我才知道这个在校园里，直径 0.8 米的望远镜是加拿大大学校园里最大的，也是全国第五大。每周三晚上对大众开放。住在省会维多利亚一个有意思的地方就是，虽然是个 30 多万人的小城市，但似乎什么都有。  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/6fc85a2fly1fzyw85vcarj20f2080q3v.jpg,http://ww2.sinaimg.cn/large/6fc85a2fly1fzyw881q4jj20f2080wfq.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fzyw8ciql9j20mc0g4gq4.jpg",无,2019-02-08 12:17,微博 weibo.com,7,0,0
HfvZM7xat,浣熊把家安在了院子里的小木屋底下。阳光明媚的上午，就会钻出来在小木屋前伸懒腰、晒太阳。但我开始担心它会在这里娶妻生子，它应该住回到附近的山上。怎么办呢？  ,无,无,2019-02-07 08:37,iPhone 6,12,1,2
HfqI5yqPP,我不喜欢重复。因此即便写代码近三十年，而须面对一个一个新的问题，思考其解决方案、试着去实现它、测试并加以改进，或重来。或下一个，似无止境。不累……  ,无,无,2019-02-06 19:10,微博 weibo.com,34,5,2
HfhzA9FuP,各位猪年大吉  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fly1fzvsl5e8irj20hs0vmtcq.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fzvsl4az2cj20k00zkwhq.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fzvsl6vqf5j20k00zkjvj.jpg",无,2019-02-05 19:54,iPhone 6,24,1,2
HfeopDx4C,加拿大的 Moose Jaw 有座原本世界上最高的驼鹿（moose）雕塑（左图），最近挪威的一座雕塑（右图）竟然高出了 30 厘米。Moose Jaw 觉得他们才是与驼鹿有如此多关联，开始筹款来夺回最高，比如给它戴上当地冰球队的头盔或者穿上红色高跟鞋等。挪威市长刚说没钱竞争，考虑来谈停战，方案是让两只一样高。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fly1fzvek2xej5j20sg0krdih.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1fzvek6omoej20xc0m80zv.jpg",无,2019-02-05 11:49,微博 weibo.com,21,5,4
Hf4KV2eYi,晚上 7 点，下雪了。  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fly1fzu86fw706j21le24f1kx.jpg,无,2019-02-04 11:17,iPhone 6,10,1,1
HeCztppRG,翻出来一只老鼠标。  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/6fc85a2fly1fzqrljybg6j22io1w0e81.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fzqrlh8g7dj22io1w0e81.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fzqrlmere0j22io1w07wh.jpg",无,2019-02-01 11:31,iPhone 6,14,6,5
HetKocWJA,Jupiter —— 小川上  原图 ,http://wx3.sinaimg.cn/large/6fc85a2fly1fzpon7aeysj22io1w0u0x.jpg,无,2019-01-31 13:04,iPhone 6,7,0,0
HecpCogXv,连续两场感冒后，我终于开始恢复战斗力。  ,无,无,2019-01-29 16:56,iPhone 6,3,0,0
Hecjgu8Di,#khipu# 的存储引擎 Kesque 现在进一步地设计为组合处理“快照 + 更新”，也即每张表分开为存储快照和存储后续更新的两个 topics。这样的设计使得它愈发地 Event-Sourcing，也更好地提供了对每隔 n 个时间后进行 compaction 的支持。Khipu 正越来越趋近我设想的真正的领域驱动设计 DDD。  ,无,无,2019-01-29 16:40,微博 weibo.com,7,3,2
﻿He9uPce9m,温哥华岛上空的晚霞。图源：Hank Michno in Sidney  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fly1fzn78fz70mj21400u0dv2.jpg,无,2019-01-29 09:30,微博 weibo.com,7,0,0
HdScw9W02,接踵而至的二次感冒是感冒的二次方。  ,无,无,2019-01-27 13:29,iPhone 6,4,2,2
HcZwx2u83,#khipu# 在做 compaction 的功能，就是每过 n 万个区块取一个世界状态的快照并将快照写到一个新表，同时要标记此区块之后发生的所有状态。取快照比想象中简洁，因为以太坊的状态是一棵可以从根回溯全部的 trie；难的是要重新整理一份索引并平滑切换。我想了几个方案，目前有一个看起来不错，正在做。  ,无,无,2019-01-21 18:17,iPhone 6,8,1,0
HcXD7i8Ip,手抖的红月亮。（后面两张有处理）  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fly1fze54twcggj20u0140ab8.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1fze54vw09cj20u01403z2.jpg,http://ww4.sinaimg.cn/large/6fc85a2fly1fze54xxadmj20u0140dgb.jpg",无,2019-01-21 13:27,微博 weibo.com,6,0,2
HcXnU7AyS,手机拍的（尽力了）。街上有人趁机学狼叫。  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fly1fze41sdp61j20u00u0juf.jpg,无,2019-01-21 12:50,微博 weibo.com,7,0,1
HcWXLjn21,蒙特利尔暴风雪后并不耽误上班。从街景看应该是 Peel St. 邓草原的秒拍视频，来源：KellyCanuckTO at twitter  ,无,无,2019-01-21 11:46,秒拍网页版,37,59,21
HcumpsTUQ,约克大学的 Albert Ng 和 Seung-Jai Paek 为加拿大邮局设计的猪年邮票。  原图 ,http://wx3.sinaimg.cn/large/6fc85a2fly1fzajx5bxczj218t18t13x.jpg,无,2019-01-18 10:57,iPhone 6,10,5,4
HckzU3iMn,大家都闪开，我改了点代码，现在要试一下。  ,无,无,2019-01-17 10:02,iPhone 6,11,14,3
HciokcGoW,"昨天发生在 Kelowna, BC 的交通意外，地点在 Orchard Park Mall。  原图 ",http://wx3.sinaimg.cn/large/6fc85a2fly1fz932dy5s9j20v90ku77v.jpg,无,2019-01-17 04:28,微博 weibo.com,3,0,2
Hc9InEykC,以太坊 Constantinople 分叉需要延期。ChainSecurity 在 1 月 15 日定位了一个安全隐患：http://t.cn/EqEvHY8 后，以太坊核心开发人员和安全社区决定将君士坦丁堡（Constantinople）分叉延期，延期到何时待定：http://t.cn/EqEvHYY  ,无,无,2019-01-16 06:23,微博 weibo.com,4,11,3
HbBaH4eW0,温哥华岛海域的“南部居民”种群虎鲸，周五观察到了一只出生不久的小虎鲸，种群的数量也变成了 75。这只小虎鲸现被编号为 L124，其母亲的编号是 L77。这大概是这个种群自 2012 年来观察到的第一只健康的新生虎鲸。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fgy1fz3s80vzhij21kw0wi7dc.jpg,http://ww2.sinaimg.cn/large/6fc85a2fly1fz4s2k1x2qj20po0hmacl.jpg",无,2019-01-12 14:27,iPhone 6,21,8,6
HbpMRwNef,我原地蹦了几下，看看病是不是真的好了。  ,无,无,2019-01-11 09:28,iPhone 6,8,0,2
HbjIj11mE,最近侦测到的13个“快速电波爆发”(Fast radio bursts - FRBs)的天文望远镜，位于加拿大BC省的Okanagan山谷，是由四个100米长的半圆柱形接收器组成的CHIME望远镜。目前有不同的理论解释FRBs出现的原因，包括“两颗中子星合并在一起”、“一颗中子星在强烈的磁场快速旋转”及少数人认为的“外星飞船”。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fly1fz1n74tsuij20jb0aumyj.jpg,http://ww2.sinaimg.cn/large/6fc85a2fly1fz1n77ywu3j20ku112av9.jpg",无,2019-01-10 18:00,iPhone 6,5,2,4
HaGs305zG,不要以为自己在的地方看起来很大就不是在井里。  ,无,无,2019-01-06 14:03,iPhone 6,30,9,1
HaFB9jbCy,我有多长时间没有坐在床头，打开台灯，看一会书，然后关灯睡觉了？恐怕有二十多年了。我要恢复这个小时候年轻时的习惯。  ,无,无,2019-01-06 11:53,iPhone 6,17,10,3
HaD1drEXU,这一觉醒了好多次，主要是做的梦总不太满意，要重来。  ,无,无,2019-01-06 05:19,iPhone 6,11,0,2
HawHviO86,跨年生了场病，到今天好了不少。这样一来头发长得很长，前两天把胡子一刮，好像年轻了一些。特别地，这么多年精神上没生病，不容易。  ,无,无,2019-01-05 13:14,iPhone 6,17,0,3
Hap5XymuM,在台湾，一群人用 Respberry Pi 搭建了一个检测并共享 PM2.5 数据的网络。这是一种典型的 Crowdsourcing + IoT 应用。我暂时没想到它是否也会是一种区块链应用。http://t.cn/EGG8jWe http://t.cn/EGG8jWg  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fly1fyup4kb2u6j20sg0e8myt.jpg,http://ww4.sinaimg.cn/large/6fc85a2fly1fyup8ntftrj20ho0c2tca.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fyup8pyd1sj20gz0cf10j.jpg",无,2019-01-04 17:52,微博 weibo.com,9,18,3
HaojZaMwo,有个社会确实是邪恶，连仅存的一点、一些念想都要去准备掐掉。这是多么地痛恨别人、而尤其是痛恨自己的一批人。  ,无,无,2019-01-04 15:54,iPhone 6,8,2,1
H9InX200R,2018 有个明显的特点，不管是创业的坑、币圈的坑，还是蔡英文的坑、马克龙的坑、特朗普的坑、XXX 的坑，都是自己挖的。  ,无,无,2018-12-31 05:08,微博 weibo.com,12,1,2
H9D7SkryC,2018，除了一两场病，其它的都是见识过的。  ,无,无,2018-12-30 15:45,iPhone 6,7,2,1
H9aJLAJ23,习惯了做精英的精英们，他们从未被打翻在地再踏上一只脚，他们小心翼翼而又贪婪成性，还有谁在等着他们改革自己吗？椭圆形办公室里，川普终于孤伶伶地坐在那里，被孤立、嘲笑和批判，这可能是他的至暗时刻。他应该走下纽约的地铁，去听听大众此刻的心声，再走出来时，华盛顿的天气可能已经大相迳庭。  ,无,无,2018-12-27 15:28,iPhone 6,11,2,0
H8QXp5GjR,今年的圣诞树，由小川上一个人完成装饰。  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fly1fyiwt283x8j22io1w0npd.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1fyiwt5s6zoj22io1w0kjl.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fyiwt9ao7sj22io1w0e81.jpg,http://ww3.sinaimg.cn/large/6fc85a2fly1fyiwtd5i98j21w02iokjl.jpg",无,2018-12-25 13:07,iPhone 6,13,0,0
H8Q1RzRsT,上周四的狂风导致 BC 很多家断电。BC 水电公司的工人尽力工作，恢复了大部分，但还是有 2 万多户可能要过一个没电的圣诞夜。(Photo: Saanich News)  原图 ,http://wx1.sinaimg.cn/large/6fc85a2fly1fyispljil0j20xc0m5doi.jpg,无,2018-12-25 10:45,微博 weibo.com,2,0,0
H8PHF1oCW,「神探默多克」是加拿大广播公司 CBC 制作的电视连续剧，故事背景是 19 - 20 世纪之交的多伦多。对我来说，这部剧让我了解了不少加拿大的历史、文化、语言与风俗（的渊源），以及其中夹杂着的与美、英、法的各种纠缠的关系。没有美剧热闹，也不像英剧“迂腐”。CCTV 曾经引进。  原图 ,http://wx4.sinaimg.cn/large/6fc85a2fly1fyira22rf2j20r90a449t.jpg,无,2018-12-25 09:55,微博 weibo.com,4,2,0
H8Nh2xV7u,小川上要去滑雪。他很担心 Santa 会因为他不在就不把礼物放在家，他决定给 Santa 留个提示：  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fly1fyigjke6ivj22io1w0qv5.jpg,无,2018-12-25 03:44,iPhone 6,15,3,2
H8mYKxp5A,温哥华岛十年来最强的狂风，导致岛上超过 14 万户断电。加上低陆平原（大温等）和阳光海岸一带的 17 多万户，BC 水电公司的维修人员疲于应付，也调动了省内其它地区的人员。我家这片断电 24 小时了（吹倒的树压到了电线上），一个小时前维修人员终于到位。  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fly1fyf7ytja6nj20jx0miadl.jpg,http://ww4.sinaimg.cn/large/6fc85a2fly1fyf8em2qnej20ku112n09.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fyf8ekc2sxj20zk0npwrh.jpg",无,2018-12-22 08:48,iPhone 6,2,2,0
H8doRxz8j,刮大风，岛上大面积停电，渡轮全部停航。  ,无,无,2018-12-21 08:25,iPhone 6,2,0,1
H88jWl6sh,生病能摧毁人的意志，但还不至于叛变。  ,无,无,2018-12-20 19:29,iPhone 6,6,0,3
H7VBkt3bl,我在想写个脚本，把我 Github 上的某个项目随机地改成私有和开放。也没其它意思，就是显示一下我的权威。  ,无,无,2018-12-19 11:06,iPhone 6,17,3,4
H7wcu7F4s,这两天刮强风，海边能到瞬时 100 km/h。院子里的一把椅子刮倒了，本来想把它扶起来，又一想，狂风还在肆虐，扶起来又有什么用，就让它躺在那里吧。  ,无,无,2018-12-16 18:26,iPhone 6,2,1,3
H7w8s8TOV,想起四十年前，中国刚开始改革开放的时候，我是很不理解、很有意见的 —— 那时我小学还没毕业。  ,无,无,2018-12-16 18:16,微博 weibo.com,8,1,1
H7taWv23U,一件事情，后续会怎么发展，不能一厢情愿，而要厘清事实、真相和逻辑，否则和咸鱼又有什么区别。  ,无,无,2018-12-16 10:44,iPhone 6,16,3,3
H7jPb5kDt,Github 上的用户名 AustralianGovernment ?  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/6fc85a2fly1fy78tqhgxjj20ku112gou.jpg,http://ww2.sinaimg.cn/large/6fc85a2fly1fy78trk1c0j20ku112gop.jpg",无,2018-12-15 10:56,iPhone 6,6,1,2
