微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HjCUV7t0J,早起的虫儿有鸟吃，睡醒收米，我睡回笼觉去了，大家晚上见。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1g0stoi9yanj20v91votkj.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g0stoipgrmj20v91vokh1.jpg",无,2019-03-06 09:36,iPhone X,155,4,169
HjCHkBYut,我好像埋伏到了一只不得了的股。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1g0ssq03qhoj20v91voqtr.jpg,无,2019-03-06 09:02,iPhone X,194,18,122
HjzrUeVvr,希拉尔稳了，督战结束，睡觉。这单没啥好吹的，都是低赔。我发现我一天最好只发一单，做减法，只挑最有把握的，以前发多了，总是串子打岔了。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g0sebh5u2rj20v91vo4kf.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g0sebge9rgj20v91vox31.jpg",无,2019-03-06 00:46,iPhone X,72,1,55
HjywjwWkq,我免费围观了 @天津股侠 的回答，问题价值 1000.00 元，快来一起免费围观~ 微博问答:请问大盘暴跌之后，如果解套，如何抄底？如何提高散户的炒股经验？怎么才能发现市场热点？  ,无,无,2019-03-05 22:24,微博 weibo.com,75,3,80
HjxIUva9I,鲁能这场我买得有点保守了，下单时想买平局的，当时是3.20的水，纠结了很久，怕鲁能偷偷摸摸地赢下来。最终还是下了更为稳妥的鲁能不败。事实证明，我高估了鲁能（的防守）。行吧，说得过去，作为苏宁死忠，没资格嘲笑鲁能的防守。  ,无,无,2019-03-05 20:22,iPhone X,64,1,41
HjxDglpQP,看上80分钟，我都没找到费莱尼在哪儿。尼玛，换你妹的发型啊！找都找不到你。  ,无,无,2019-03-05 20:09,iPhone X,58,5,22
Hjxxxb3eX,鲁能啊鲁能啊。  ,无,无,2019-03-05 19:54,iPhone X,44,0,38
Hjx7Ux6WN,鲁能，干得漂亮！  ,无,无,2019-03-05 18:51,iPhone X,72,0,21
Hjwfyb5zO,什么鬼？有鲁能球迷吗？是不是鲁能有什么核心球员在训练中受伤，或者突然发烧了？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g0s094pc0ej20v91vo1kx.jpg,无,2019-03-05 16:37,iPhone X,38,6,47
HjqUBd5FG,爽！这是把客队当作山东鲁能了吗？  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1g0rcp5iz0gj20v91vo4qp.jpg,无,2019-03-05 03:02,iPhone X,52,1,55
HjqEAD5kb,屌爆了！主队终场一分钟，日两个！请让我收一个红单吧！慧明法师加持。。。  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g0rbj5bl55j20v91vo1kx.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0rbjfpghqj20v91vo4qr.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g0rbjxtzbbj20v91vo4ml.jpg",无,2019-03-05 02:23,iPhone X,56,0,19
Hjqedoczq,有人看好主队吗？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99ly1g0r9opfz9zj20u01sz10n.jpg,无,2019-03-05 01:18,iPhone X,28,0,21
Hjo9nFRP5,我有说错吗？当时跑来喷我、劝我善良的脑残呢？要不要出来走两步。人家拿到钱，自己微博都删了，而你们呢？只是被用来抬价的筹码，却浑然不觉，以为自己是正义的小天使，仅此而已。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99ly1g0r0g50usqj20k00zkaf7.jpg,http://ww4.sinaimg.cn/large/62e0ba99ly1g0r0g4ffbrj20k00zkjwa.jpg",无,2019-03-04 20:00,iPhone X,238,9,146
﻿HjiruubsW,那不勒斯这运气啊。。。上半场中柱，下半场点球又中柱。尤文可以宣称是运气好，那不勒斯只能说命背。人生也是如此，强者说自己运气好，是谦虚，弱者说自己命背，因为是弱者。  ,无,无,2019-03-04 05:28,iPhone X,84,4,17
HjhXZpDnJ,巴洛特利还是这么二逼，倒钩进球后，以为又有什么庆祝动作呢？跑到场边，拿起手机玩自拍去了！  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1g0q96za828j23402c04qp.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g0q96wzbsaj23402c0hdt.jpg",无,2019-03-04 04:16,iPhone X,45,0,4
HjhBn1ulk,平半的尤文是不是太便宜了啊？  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1g0q7lkzbfij20v91vo1kx.jpg,无,2019-03-04 03:20,iPhone X,26,1,20
HjfCP04bH,简直就是夸父追日。对于买桑普的彩民而言，夸利亚雷拉真的是爸爸，堪称“夸父”，逮谁日谁。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g0pyu5pop7j20v91vo4qh.jpg,无,2019-03-03 22:18,iPhone X,48,1,30
Hjfj6haXx,苏宁踢得什么鬼，进球靠点球，后防还是像筛子。天津泰达下半场10打11，一点不占劣势。苏宁，虽胜犹败；泰达，虽败尤荣。  ,无,无,2019-03-03 21:29,iPhone X,78,2,35
Hjdufhdeo,2006年，东野圭吾凭着《x》问鼎日本文学最高奖直木奖，此前五次都最终落选，《白夜行》落选时，东野曾大哭，认为自己此生都写不出超越该作的作品。这并不是说《秘密》、《白夜行》、《单恋》、《信》、《幻夜》等不如《x》，而是当时直木奖评委渡边淳一和东野圭吾有夺“妻”之仇。1997年，渡边淳一原著的日剧《失乐园》热播东亚，女一号川岛直美是渡边纯一的炮友，东野圭吾也爱上了川岛直美，一炮打出真感情，为了她，东野结束了长达14年的婚姻，于1997年离婚（其实，东野前妻对他帮助很大，东野早期的作品《放学后》等，全是他当老师的前妻帮他提供了故事大纲）。写书出名有了钱后，中年大叔东野圭吾喜欢在夜总会装逼炫富，拿钱猛砸夜总会的一个头牌，而那位头牌，也是渡边淳一的老相好。1999年，东野圭吾写就了《秘密》，东野在书中传达了一个爱情理念：“爱她，就不要睡她”，就是讽刺渡边淳一纠缠川岛直美的。1999年，《秘密》入围直木奖，评委渡边淳一评价该作称：“想到哪儿写到哪儿的小说，毫无从内部发酵的迹象。”2000年渡边淳一评《白夜行》：“杀人写得像游戏，完全不是小说。”2001年渡边淳一评《单恋》：“作为描写同性恋的题材，整体印象单薄，编造个好故事就是好小说的偷懒的想法，反而使作品逊色。2003年渡边淳一评《信》：“这回技巧还是太故意了，让人读到就行了，但还是终结于了平庸。”2004年渡边淳一评《幻夜》：“想要得奖，最需要的是作家内心应该有非写不行的气魄与热情。”2014，渡边淳一去世，东野圭吾则成为直木奖的新一任评委。东野圭吾在书中，一直对婚内出轨持批判态度，然后东野圭吾自己却是一个人妻控，除了渡边纯一的两个炮友外，另一位日本推理作家折原一的老婆也是东野圭吾觊觎的对象。                  原图                             ,http://wx3.sinaimg.cn/large/62e0ba99gy1g0pp6bvktoj20b80cxq3f.jpg,无,2019-03-03 16:51,微博 weibo.com,301,155,130
HjcnIodtP,做了一次舆情监测。夜里阿里云事件，影响最大的工种人群是程序员和运维，但程序员群体骂人还真不脏，也就抱怨一两句。纵观各种舆情事件，骂人最脏的是医、护群体，最爱骂人带全家，最爱诅咒人的则是大学生群体（女性为主），程序员群体在网络行为上，是最文明的群体之一。  ,无,无,2019-03-03 14:03,iPhone X,367,36,260
Hj77u1sXm,阿里云出大规模故障了。  ,无,无,2019-03-03 00:39,iPhone X,211,180,116
Hj5LasXkz,夸一夸@社科文献出版社甲骨文 的装帧设计宋涛。甲骨文是一个做历史书的品牌，13年起家，至18年已把品牌做出来了，据其计划，19年还要再出70多部新书。这套书我收得不多，只有6部7本。我注意到14下半年起，甲骨文的书装帧换风格了。封设、装帧、质感档次倍增，查了一下，装帧设计换成了一个叫宋涛的人。  [组图共8张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1g0orb9xqtbj22c0340u0x.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0orbcjb1fj22c03407wi.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0orbffwskj22c0340x6p.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g0orbhder6j22c0340b29.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0orbj952aj22c0340x6p.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g0orbl87d8j22c0340kjl.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g0orbp9lqmj22c0340qv5.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g0orbn7hoaj22c0340npd.jpg",无,2019-03-02 21:11,iPhone X,141,35,47
Hj324DRM5,昨夜，把这本书啃完了。买回来七八年（其中还换了一个新封皮版），一直没细看。这并不是东野圭吾最好的书，文笔冗余、不够精炼，但此书反映的问题却很扎心。一个丧偶的父亲，把女儿视为自己的全部，女儿被不良少年奸杀、抛尸，全程SM凌辱，还录了像（未上网），父亲知道未成年人即使被捕，也不会判得很重，于是亲自动手，把一个不良少年千刀万剐了，父亲还打算追杀另一个共犯，在举枪瞄准时，警方却为了保护那个不良少年，一枪把这个父亲打死了。                  原图                             ,http://wx4.sinaimg.cn/large/62e0ba99gy1g0oezk8rk7j22c0340e81.jpg,无,2019-03-02 14:15,iPhone X,179,23,158
HiYmxxQbr,有人和我一样在等比赛吗？我干了多特蒙德、国际米兰、赫罗纳。。。  ,无,无,2019-03-02 02:21,iPhone X,94,6,137
HiKTxlH3Q,中国股民凑什么热闹啊？  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1g0m775ueq3j20u01szwnu.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0m777eqbaj20u01szk19.jpg",无,2019-02-28 16:04,iPhone X,205,14,115
HiKsj9Ztt,你们不要再黑何洁了，让她好好演戏不行吗？我一般是不看剧的，前些日子看了一部《金陵往事》，何洁主演的，我觉得她演得蛮好的。 深圳·深圳大学文科楼  显示地图 原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g0m579z3l1j21hc0u0n3q.jpg,深圳·深圳大学文科楼,2019-02-28 14:57,iPhone X,381,13,227
HiFcEveZ0,第一次来深圳，请问深圳哪里能洗澡啊？  显示地图 ,无,无,2019-02-28 01:35,iPhone X,191,7,306
HiAvcixOj,我买了一个碗。。。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99ly1g0kxb8h0mrj21400u0qdu.jpg,无,2019-02-27 13:37,iPhone X,201,8,138
Hiukziyly,横幅恐怕要挂到榕城公寓了。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99ly1g0k62m8kwkj20u01sz7gw.jpg,无,2019-02-26 21:54,iPhone X,97,6,29
HimvpFfG6,2018年11月19日，我摔杯为号，空仓一年后重返股市，喊出了嘹亮的球三信。11月20日，球三信之一的东方通信收跌4.47%于4.79元。然后我就被喷了，被认为是找人帮我抬轿子。看见跌难道不好吗？继续加仓啊！横有多长、竖有多高，这是继2015年大熊市，我精选的贵州茅台后，我挑出的最好的股了。  [组图共5张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1g0j7fpcw4wj20v91votsv.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0j7fpyafpj20v91vonj4.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g0j7fqnckuj20v91vo7wi.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0j7ifbe76j21vo0v97gu.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0j7iflxanj20v910zqf6.jpg",无,2019-02-26 01:59,iPhone X,397,24,247
HiliOkFUg,图一是我目前的持仓个股的一部分（非推荐，即将撤退，无脑跟被套了活该）。图二、图三是我年前提示清仓的完整说辞。有些人就盯着清仓两个字了。春节前喊清仓，我觉得没错啊，锁利最重要，大过年的看着利润回吐，多窝心？我无非就是没再喊你们杀回去，踏空了就变成全是我的错了。  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g0j22083o3j20v91vonn9.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g0j224387lj20v91vo4qr.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g0j224ktytj20v91vonfo.jpg",无,2019-02-25 22:55,iPhone X,192,19,113
Hijeex7Qx,大盘一涨，股票狗就又来我这里狺狺狂吠了，我陪你们一起吠一声，以证明我们是同类。其实说在《新春杂谈》里已经说了，今年说股票只会比去年少，原因说得很清楚，我没本事兼顾所有人的阅读水平，更不是云孙子不伺候大爷，否则对策略预定用户不公平。只吠一声：暂时安全，但暂时不看好大盘可以突破3200，离菜场大妈进场还缺一篇官媒的吹高。                                 ,无,无,2019-02-25 17:38,微博 weibo.com,332,37,149
HievBDc2I,佛罗伦萨就是个神经病，比赛踢到101分钟，绝平国际米兰。哈哈哈哈哈！意假第一绝杀队，这都多少次啦？好了，安心睡觉了。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/62e0ba99gy1g0i86x9ggzj23402c07wh.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g0i86vooq3j23402c01kx.jpg",无,2019-02-25 05:37,iPhone X,76,4,41
HibQ4j57t,曼联这人品。。。上半场没结束，伤了仨。。。  ,无,无,2019-02-24 22:49,iPhone X,66,4,34
Hi9SHiEge,《如龙3》开撸，我去打着见义勇为的名号发泄暴力欲了，谁敢欺负我收保护费的夜场小妹，先把他打倒，再按三角放热血动作，对他肚子踹几脚，抡个椅子砸他脑袋去。  [组图共5张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1g0hnq1voyfj23402c0kjl.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0hnq3xaymj23402c01ky.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g0hnq5silpj23402c0kjl.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g0hnq03yfmj23402c0b29.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g0hnq7bxrcj23402c0kjl.jpg",无,2019-02-24 17:50,iPhone X,126,15,159
Hi9NqeZqM,其实，@黄毅清 真的挺有才的。他怼人的方式，全微博找不到一个相同类型的。每每瞄几眼，一些妙语，挺值得玩味的。他是一个很有意思的人，我有点喜欢他。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g0hnd5pk0tj217q1mc1hi.jpg,无,2019-02-24 17:37,iPhone X,365,44,279
Hi9lboRsb,论见义勇为，我只服桐生一马，每天都要见义勇为N次，什么被抢钱的老人、被调戏的小姐姐、被殴打的孩子，看见就管。把人打倒在地，补上一脚，那叫极！操起椅子砸人脑袋，那叫热血动作！全日本的条子都奈何不了他，盯着他的美女条子，还被他睡了！顺便说一下，桐生一马就是个夜总会看场子的小保安。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g0hlb27n1oj22ze28iu0y.jpg,无,2019-02-24 16:28,iPhone X,185,4,60
HhXsDtav0,昨晚睡前，重锤了一把西班牙人对面，买完即睡了。早晨醒来，第一件事是看手机，操，西班牙人2:0。于是我牙疼一般地哼唧哼唧起来。一想不对，我要再确认一下，再一看，明明是1:1啊。操，刚才是在做梦！！！我继续去睡回笼觉咯。你们有过这样的经历吗？梦见自己醒来去做了点什么，然后把自己吓醒。。。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g0g4tn7dmuj20px1lsjws.jpg,无,2019-02-23 10:13,iPhone X,60,3,32
HhRycxvZ7,测试一下，看看我这里有没有科幻（奇幻）小说发烧友。这里有23本书，相当于是把某一类书的某个专题全制霸了。谁能说出这23部中译本的特别之处（或者共同点）在哪里？（提示一下：排列顺序有讲究）。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g0fesdf93oj23402c0qv5.jpg,无,2019-02-22 19:10,iPhone X,153,141,121
HhJdi5KWa,【读书笔记·孙中山死后，蒋介石居然想打宋庆龄主意】蒋介石有了一妻一妾后，又盯上了年仅13岁的陈洁如，陈家不同意，最终是孙中山宋庆龄夫妇用自己的影响力搞定了陈母，为了陈洁如，蒋介石和妻妾离婚。后来，孙中山死了，宋庆龄年仅33岁，蒋介石又打起了宋庆龄的主意，宋庆龄拒绝了蒋介石后，蒋介石目标才转向了宋美龄，为了宋美龄，又和陈洁如离婚。宋家有三个女儿，宋霭龄是老大，老公是孔祥熙，与孔祥熙齐名的土豪宋子文，则是宋家三龄的兄弟。                                 ,无,无,2019-02-21 21:57,微博 weibo.com,170,22,95
HhFecjjNy,很多人让我评价福州的赵宇事件，其实我不太想评价，我不认可他下手那么重，那样踹人是要出人命的。他的女邻居，是个夜总会的“工作人员”，那个上门找她的，是她的熟客，他们并不是第一次见面。夜总会的工作人员都是人精，比如：大哥帮我订房啊，订了我跟你走。订完了放鸽子的，也是普遍现象。赵宇以为自己是个大侠，其实介入的是个什么烂事？此外，他老婆临产，他就更不该多事，他去当大侠，怎么知道对方没刀没枪？他有个三长两短，妻子、临近出世的胎儿怎么办？成年人，有时候要多为家人着想，一个连自己妻子都爱护不好的人，没有资格去当大侠爱护其他女人。                                 ,无,无,2019-02-21 11:48,iPhone X,1487,891,2164
Hhp128BGL,特朗普这逼挺烦的，不想关注他，三天两头刷我屏。今天要修墙，明天和平奖获选，后天不知道又要搞什么幺蛾子，看他都累。修个破墙不就80亿嘛，还国家紧急状态，给中国爸爸服个软，拨给你好了，反正给非洲也是给。对了，服软记得要和亲，把美国公主嫁到中国来嘛，我觉得冯绍峰不错，特朗普可以考虑一下。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1g0bwruegbmj20dv0f40tx.jpg,无,2019-02-19 18:32,iPhone X,231,24,82
Hh7kqFLlm,  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g09qr7ltrwj21lc1rl4qp.jpg,无,2019-02-17 21:30,iPhone X,221,19,81
HgYd6yS5y,“杀”了小紫的狂四郎绝逼自己人。眠狂四郎是著名日本武士，他和小紫绝逼是恋人关系，在日本的武侠中，他是个近似于楚留香的人物，他的剑法叫圆月剑法，狂四郎在日本武侠的结局是无法给恋人承诺，留下情诗后消失于暴风雨的大海。狂四郎最后一定会帮助路飞的，但自己可能会悲剧。不怕尾田老儿打我脸。  [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g08meezl8mj20v91vo7wi.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g08mefye04j20v91vo4qq.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g08megurs6j20v91voe82.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g08mehh0i6j20v91vou0x.jpg",无,2019-02-16 22:17,iPhone X,119,2,79
HgV6Z3ddw,发布了头条文章：《书单十二讲（之二）：扬子江畔谈美国历史，51本书让你重新认识美国》  书单十二讲（之二）：扬子江畔谈美国历史，51本书让你重新认识美国  ,无,无,2019-02-16 14:24,微博 weibo.com,995,577,290
HgE6mxC7a,狗排与狗鞭。吃狗肉这么多年，第一次吃狗鞭。原来狗鞭长这样。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g065rs8acxj22c03404qp.jpg,无,2019-02-14 19:06,iPhone X,276,12,357
HgDsXEkA1,我似乎能听到未来的声音，站在寂阔的湖边，我听见了几个小时后，一个城市的鞭炮声。啪、啪啪、啪啪啪。 南京·玄武湖  显示地图 原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g062xcj5ccj21400u0mzv.jpg,南京·玄武湖,2019-02-14 17:29,iPhone X,278,8,105
HgwPX4XXd,书单十二讲的第二讲，和大家一起通过阅读重新认识美国。晚饭后码字到现在，才码了一万字，推了16本书。今天休息了，明天再用业余时间继续写。第二讲约有30—40部书，都是读起来最爽的书。写完了再一次性发出来。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g059m4y1nqj20u01404c5.jpg,无,2019-02-14 00:36,iPhone X,576,24,132
Hgn2J2Jj0,发布了头条文章：《书单十二讲（之一）：《野百合花》与1982》  书单十二讲（之一）：《野百合花》与1982  ,无,无,2019-02-12 23:40,微博 weibo.com,618,282,109
Hgbu4bFMB,发布了头条文章：《新春杂谈：你我他的新年愿景、财富与境遇》  新春杂谈：你我他的新年愿景、财富与境遇  ,无,无,2019-02-11 18:15,微博 weibo.com,3193,1041,772
HfJa5CMp8,本来打算去看《流浪地球》的，结果还没去，就被各种营销软文过度推送了。这样一来，我反而没兴趣了。  ,无,无,2019-02-08 18:08,iPhone X,311,47,470
HfFYEj6wP,听说南京下雪了。（图片为盗图） 宁波  显示地图 [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99ly1fzysby5mwqj20qo0msjvq.jpg,http://ww1.sinaimg.cn/large/62e0ba99ly1fzysbyl3ocj20hw0p2dj3.jpg,http://ww3.sinaimg.cn/large/62e0ba99ly1fzysbz1ssej20qo0lctc2.jpg,http://ww1.sinaimg.cn/large/62e0ba99ly1fzysbxhw1nj20ql0et42j.jpg",宁波,2019-02-08 10:02,iPhone X,302,15,84
Hfzv6dHzE,这有可能是未来十年内，国足的最高排名了。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99ly1fzxzr1jj37j20u01sz127.jpg,无,2019-02-07 17:33,iPhone X,138,10,66
Hfqw2cF7N,乌云压山头。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99ly1fzww39apvbj20m80go3zh.jpg,无,2019-02-06 18:40,iPhone X,88,0,18
HfisJC6vf,战神4开三个符咒的箱子，需要在时间限制内完成，手残党表示：不想玩了。 毫无乐趣，只有折磨和深深的挫败感。大过年的，纯属给自己添堵。  ,无,无,2019-02-05 22:10,iPhone X,65,2,46
Hf9BO1ouf,你们看春晚，我只撸战神。奎爷还是那个奎爷，打击感太赞了。  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1fzutfm7c3nj23402c0b29.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fzutfjlt3ej23402c0npd.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1fzutfoclq3j23402c0kjl.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fzutfqrhqmj22c0340kjl.jpg",无,2019-02-04 23:38,iPhone X,199,4,75
Hf73ai54i,祝大家新年快乐。都说说，新的一年里，你们有什么愿望啊？  ,无,无,2019-02-04 17:07,iPhone X,596,19,1707
Hf0MpePBI,赫罗纳有可能客取3分。  ,无,无,2019-02-04 01:09,iPhone X,56,1,36
HeZK98yEo,@辣笔小萌 你看看，这是什么鬼？  原图 ,http://wx1.sinaimg.cn/large/62e0ba99ly1fztlw79tk4j20u01szdnq.jpg,无,2019-02-03 22:31,iPhone X,40,1,29
HeXR5fkeO,希望今天武球王能进一个球，让西班牙人输得不算太难看。  ,无,无,2019-02-03 17:42,iPhone X,103,2,36
HeSe50bLM,督战摩纳哥。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fzsoo9mlbdj20v91vo1kx.jpg,无,2019-02-03 03:23,iPhone X,49,1,15
HeOUDbvji,阿德莱德良心啊，一辈子球迷。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1fzsa2wwsuaj20v91vo7wh.jpg,无,2019-02-02 18:57,iPhone X,33,0,21
HeNY55q0p,墨尔本真良心，一辈子球迷。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fzs5wmmjdoj20v91vo4qp.jpg,无,2019-02-02 16:32,iPhone X,42,2,13
HeHqx2bT5,卡塔尔太优秀了，新科亚洲冠军诞生！祝贺！  ,无,无,2019-02-01 23:53,iPhone X,181,4,30
HeGGFgmuq,我干卡塔尔！  ,无,无,2019-02-01 22:00,iPhone X,91,19,64
HeGyYlNkZ,咪蒙的粉丝99%都是纯种傻逼，包括黑粉。  ,无,无,2019-02-01 21:41,iPhone X,425,44,159
HeymAdVuo,我知道哈利波特很有名，家里有几本，一直没看过，电影也从来没看过，不为什么，不喜欢这类魔法题材，而且觉得剧照的几个小屁孩太丑了。直到看了《美女与野兽》，发现了一个超级仙女，一眼就爱上了。然后才知道，哈利波特是她演的。开始看1，一天看一部。从小就是个美人胚子啊！  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1fzq90bnn3xj218g0xctla.jpg,无,2019-02-01 00:49,iPhone X,300,5,166
HemBx4sxw,切尔西、利物浦、水晶宫、沃特福德、皇贝、圣埃蒂安。  ,无,无,2019-01-30 18:53,iPhone X,74,2,114
Hem0fpBTw,好好好，承蒙大家厚爱，我再去研究研究。从今天开始，你们别反买了，这种玩笑开多了就不好玩了。一会儿我给@陆慧明 打个电话，抄袭他两个稳胆发给你们。  ,无,无,2019-01-30 17:21,iPhone X,92,1,30
HegFItMPf,哈镇不败，重锤！  ,无,无,2019-01-30 03:46,iPhone X,64,0,36
HedjF34sD,🇶🇦VS🇦🇪，进球数0、1。  ,无,无,2019-01-29 19:14,iPhone X,57,4,74
He5Fz2mtY,朗斯  ,无,无,2019-01-28 23:46,iPhone X,45,2,48
He5EAqYwp,马里迪莫  ,无,无,2019-01-28 23:43,iPhone X,39,0,21
He4Yukdtc,上了一点点伊朗，一点点一点点。  ,无,无,2019-01-28 22:00,iPhone X,71,3,64
HdYLurOkM,感谢大巴黎爸爸的下半场狂攻和尤文爸爸的逆转，我去补觉了。莱比锡红牛的考海别墅，你们领到了吗？睡醒后，我们来聊聊伊朗和日本吧。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fzlvv65c3kj20qx1ohh07.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1fzlvv5ldcdj20v91vonpd.jpg",无,2019-01-28 06:11,iPhone X,52,2,47
HdW7AwlVe,服  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1fzlk6zdznvj20v91vo1kx.jpg,无,2019-01-27 23:27,iPhone X,40,4,62
HdVnf9gHm,佛罗伦萨这个队有毒，以后无论上下，我都敬而远之。印象中的红卡无敌不止一次了。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fzlgvg00nmj20v91vo7wh.jpg,无,2019-01-27 21:33,iPhone X,40,0,26
HdUNWbQGB,躲过一劫！起床后扫盘，本来是看切沃不败的，身边的球友也看切沃。转念一想，不对，渣就是渣，这和凌晨的甘冈一样，垫底的球队不值得相信。所以放弃了这场。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1fzleadlc5gj20v91vou0q.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fzleac838lj20v91vou0k.jpg",无,2019-01-27 20:06,iPhone X,33,0,25
HdUorefYA,凌晨重锤摩纳哥对面，早饭好好犒劳自己一下。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99ly1fzlcj6f9bnj21400u0ajs.jpg,http://ww1.sinaimg.cn/large/62e0ba99ly1fzlcj733o2j21400u0ah1.jpg",无,2019-01-27 19:03,iPhone X,123,14,34
HdUhSFaE3,送你们一场好球，阿贾克斯胜，胆子肥的，直接干穿盘。  ,无,无,2019-01-27 18:47,iPhone X,93,3,157
HdUcAEo1b,黄紫昌加盟西班牙人？  ,无,无,2019-01-27 18:34,iPhone X,48,0,24
﻿HdODnyRgR,这逼害人啊！上轮作为后防新援，7分钟染红，让摩纳哥在主场1:5惨败斯堡，这轮又自领好人卡。（法甲红牌不停赛吗？）他来摩纳哥是干嘛的？@公民阿吉 @吕健中 @辣笔小罗  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1fzkn46u578j20v91vo1kx.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fzkn47zbvqj20v91vo1kx.jpg",无,2019-01-27 04:24,iPhone X,59,2,29
HdO5sgaQu,上半夜上盘多，下半夜就该多出下盘了。  ,无,无,2019-01-27 03:00,iPhone X,35,1,10
HdNq7tX90,门兴居然穿盘了。欧温特被我骂了一个赛季，居然开胡。。。神奇。  ,无,无,2019-01-27 01:18,iPhone X,39,0,14
