微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
CkyM7vQhP,今天跟朋友谈到儿童防走失类产品。我感觉这类东西同质化严重，缺乏核心杀招。传统电器业常用投保的方式提高用户对安全的感知和信心。儿童防走失产品当然不能搞“孩子丢了赔你多少钱”，但是否和广点通寻人、404 公益这类结合？比如购买了产品，一旦出现走失，厂商提供走失区域若干月的寻人广告投放。  ,无,无,2015-06-01 19:12,微博 weibo.com,35,14,20
CkooalkHc,热爱科学的人常常幻想世界属于科学，这就叫科幻。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/53899d01jw1esnj2dxl62j20l40fu75x.jpg,http://ww2.sinaimg.cn/large/53899d01jw1esnj2og8h2j20k00b475h.jpg",无,2015-05-31 16:45,微博 weibo.com,38,20,13
CklUvp524,从铁蛋中学毕业，在心理上把自己和铁蛋中学绑定，“我是铁蛋人”，然后铁蛋中学就变成了“你一天骂八遍却不许别人骂的地方”，凡是铁蛋中学的问题，逻辑和理性就要靠边站。在农业社会，对这种非理性和反逻辑是呈褒奖鼓励态度的，所谓“帮亲不帮理”。我们这代人，半截子还在农业社会，想脱身，不容易。  ,无,无,2015-05-31 10:27,微博 weibo.com,954,1539,130
CkcqT1L2g,曹操曹孟德，关羽关云长；张辽张文远，李晨李亚鹏。  ,无,无,2015-05-30 10:19,微博 weibo.com,34,30,31
Ckcc7yMJq,我在 @知乎 回答了【那些黑帽子黑客的收入很好吗，收入来源和渠道是什么呢？】：罗杰·阿诺德在《经济学》这本书中说过：人们常常会误解毒贩的收入，认为干了这行就能挣大钱，但即使是毒贩，收入仍然会符合边际生产率理论——简单地说，就是有多大能耐挣多大钱。所以，贩毒组… http://t.cn/R2MaSaP  ,无,无,2015-05-30 09:43,微博 weibo.com,17,22,5
Ck7ylaqMT,跟你们说个事儿  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/53899d01jw1eslgooxmx7j20dw0afq4k.jpg,http://ww3.sinaimg.cn/large/53899d01jw1eslgqws9dcj20b70feab5.jpg",无,2015-05-29 21:54,微博 weibo.com,32,28,32
Ck44mDQ2s,姆们  原图 ,http://ww1.sinaimg.cn/large/53899d01jw1esl1cy5imbj20p00h2q6q.jpg,无,2015-05-29 13:02,微博 weibo.com,130,714,114
Ck3pjkquy,我感觉是美帝对前阵子 DoS 的报复。所以先搞了支付宝让女人发狂（不能买面膜了），后搞了携程让男人发狂（不能开房了）。男女都狂化后上街咬人，咬一个传染一个。  原图 ,http://ww4.sinaimg.cn/large/53899d01jw1eskyg2be6jj20fu0863zz.jpg,无,2015-05-29 11:21,微博 weibo.com,40,25,21
CjULw3ZP7,雇几个悍匪抢银行，成本、风险都是很高的，收益也没啥保障，想抢个百八十万都难。但雇个会挖光纤的民工，从金融市场倒个上亿也有可能。要是不贪心，搞个几百万就收手，只怕也不那么容易被发现。  ,无,无,2015-05-28 13:21,无,63,115,52
CjOTe7MZn,炒股和养生是为数不多的可以让人人都觉得自己是专家的事。  ,无,无,2015-05-27 22:23,无,98,95,24
CjOIaAG1t,南京爷们是真正的汉子，他们从来不自称“暖男”。  ,无,无,2015-05-27 21:56,无,13,10,22
CjJUHt6T0,我小时候不懂事，以为这些东西应该都是嵌入式 Linux 做的。  原图 ,http://ww3.sinaimg.cn/large/53899d01jw1esikdz44y1j218g0xch23.jpg,无,2015-05-27 09:43,无,25,36,33
CjFJEyMht,刚发现微博新版客户端加了“雷达”按钮，看来是要把基于 LBS 的社（yue）交（pao）、购物、餐饮都包进来。  ,无,无,2015-05-26 23:05,无,12,4,14
CjAu4jygO,知乎最近改了“邀请我回答问题”的提示策略，设置“只接收关注人的消息”也不能免于骚扰了，只是点进去会先进入“ 我关注的人”里而已。就跟微博当初搞“留言”（后改称“未关注人私信”）一样。幸好这些都可以方便地用 AdBlock 解决：http://t.cn/R2t5dj0  ,无,无,2015-05-26 09:43,微博 weibo.com,11,1,4
CjwmWkDVM,真正的五毛自带干粮，真正的会棍自带激光笔和翻页器。  ,无,无,2015-05-25 23:14,微博 weibo.com,39,11,12
CjuJW0UWj,BTV 的那个贱节目这两天又请人来谈幽门螺杆菌，说四联疗法不能根治，只有靠吃白萝卜、乌梅。  ,无,无,2015-05-25 19:05,微博 weibo.com,25,78,30
Cjhztg6Kj,百度助警方破获全球首例打击流量劫持刑事案件 半年 150 万，苍蝇中的小果蝇。要是哪天把老虎打出来，估计……估计没人信。  ,无,无,2015-05-24 09:34,微博 weibo.com,17,22,16
Cj7wZ2IoD,刚刚才知道，原来还有 .vegas 的域名，不知道他们怎么运作下来的。期待 .tieling。  ,无,无,2015-05-23 08:00,微博 weibo.com,20,11,8
Cj3ETAx62,要是有机会见到斯诺登，肯定得请他吃顿好的。没有他，我们的工作，都可以被高人轻轻松松归结为：“都是被迫害狂，什么理论上可以，等于废话”。不过听说高人最近也开始谈 APT 了。现实中的笑话真是幽默到梁左都编不出来。  ,无,无,2015-05-22 22:09,微博 weibo.com,57,82,27
CiUz9BrAP,"虽然有那么多指令实际上什么都不做，但只有 0x90 被叫做 nop，并且很少有人知道它的真名是 xchg eax,eax。#CISC指令集的伤感#  ",无,无,2015-05-21 23:00,微博 weibo.com,31,27,17
CiSYTsZfl,如果有一个人问：“粘信封是不是应该用胶水”？然后有人回答：“胶水会把信封口粘上，然后你就打不开信封了，所以不该用胶水”。你会不会觉得这是个神经病？前阵子看到有人问：“为了减肥，是不是应该多吃含膳食纤维的食物”？然后不止一个智者严肃地指出：膳食纤维会影响营养吸收，所以不能多吃。  ,无,无,2015-05-21 18:58,微博 weibo.com,19,21,12
CiHr9nT3S,今天是 520，女友送给小明一只苹果的蓝牙键盘，因为这个键盘的型号是 A1314。小明很高兴，拿出早已准备好的 Lumia 520。然后女友和他分手了。  ,无,无,2015-05-20 13:34,微博 weibo.com,55,84,45
CiH33lofQ,前几天美国众议院 338 票支持、88 票反对通过了限制禁止政府大量收集美国公众电话记录的“美国自由法案”，然后就看十天后参议院的了，去年是差两票没通过。英国今年则悄悄修改了法律，赋予 GCHQ、警方和其他情报部门免于因入侵计算机和手机而被起诉的权利。  ,无,无,2015-05-20 12:35,微博 weibo.com,14,20,8
CiBCDadgW,写 PPT 写得头疼，今天得早点睡了。临睡前给你们讲个故事：  原图 ,http://ww1.sinaimg.cn/large/53899d01jw1es9y2e63w8j20qe0evgos.jpg,无,2015-05-19 22:46,微博 weibo.com,46,64,22
CiAlOB4YH,我在 @知乎 回答了【当你听到我要的是一个能养得起我的男朋友是怎样的感觉？】：建议先看一篇文章：Sexual Economics: The Lover and the Provider 潘安上街，少女们不由自主跟着他走。柳永死后，几个妓女凑钱给他买棺材。女人并不总是看重物质。听说过“倒贴”这个词吗？… http://t.cn/R2L2VeZ  ,无,无,2015-05-19 19:32,微博 weibo.com,31,71,16
CiA57twa3,看到一条消息：“丝绸之路站长雇医生为吸毒者提供减少伤害的建议”。感觉有文化的毒贩就是不一样，懂得可持续发展。  ,无,无,2015-05-19 18:51,无,32,14,10
Ciz33ctwF,我在 @知乎 回答了【如何看绿盟的P2SO及新变革？】：去年从绿盟离职后，很多人问我绿盟的股票是不是该抛了。我说如果我手上有任何一支安全股，都会先捏三年。同时我还表达了一个观点：传统安全企业在互联网企业中有近忧有远虑，近忧是奇虎，远虑是阿里。但当整个行业处于一个… http://t.cn/R22BjiZ  ,无,无,2015-05-19 16:13,微博 weibo.com,8,49,17
CiygGxlzS,不知道是不是我的错觉，好像比较好的程序员在长相上也有共性，可以分为数量不多的若干大类。如果真是这样，可以考虑收集一下历届 ACM 冠军队的照片，做做聚类分析啥的，整一个“金牌码农面相识别系统”，卖给各大公司的 HR。  ,无,无,2015-05-19 14:14,微博 weibo.com,69,29,34
CixhRaDHB,广点通这类定向投放系统用于寻找走失儿童效果还是很明显的。半年内投放 21 个，找回 11 个：http://t.cn/R22SRYq  ,无,无,2015-05-19 11:44,微博 weibo.com,26,58,11
Ciscx9wNP,要有耐心，要数到三。  ,无,无,2015-05-18 22:47,微博 weibo.com,24,9,16
CirBek7qg,搞技术不但要不怕苦，还要不怕疼。一个德国哥们自己缝了块板子到胳膊里（这种事医生肯定不会帮忙的），可以通过无线与之通信。  原图 ,http://ww1.sinaimg.cn/large/53899d01jw1es8prm2jhdj20ni0d740v.jpg,无,2015-05-18 21:15,微博 weibo.com,29,54,60
CirqJ35G3,看到一个华为 Mate 7 的评论文章说 “在国内中年男性市场中造成了极大的反响”。  ,无,无,2015-05-18 20:49,微博 weibo.com,22,35,26
CinLLs9nU,BAT 安全部门的 Logo，除两个以公司 Logo 为主体外，其余都惊人地相似。感觉是都被共济会控制了，用这个暗记相互表明身份。蓝色盾牌，热血铸就，危难之处显身手~显身手……  原图 ,http://ww4.sinaimg.cn/large/53899d01jw1es88wrw3goj20bh0dyabz.jpg,无,2015-05-18 11:30,微博 weibo.com,20,39,29
CidNQ0KyY,大概 2008 年的时候，我就发现 eD2k 网络里存在针对服务器方式搜索的干扰，而且干扰的都是新上映美国电影名字中的关键词，所以我怀疑是 MPAA 干的。以 MPAA 之勤奋，搞这个一点不奇怪。在今天，用 MD4 冲撞来更有效地干扰 eD2k 网络的成本已经足够低，不知道他们干了没有。  ,无,无,2015-05-17 10:08,微博 weibo.com,26,23,13
Ci8wwbSok,我在 @知乎 回答了【在阿里实习了一段时间，光看内网的负能量，要不要考虑毁三方？】：天下斑马一般黑，天下斑马也一般白。我送你首诗吧：你哄哄我，我哄哄你。你画个棋盘，我画个树荫。你画个门说“请进”，我画扇窗说“请开”。 你说“风大还是别开窗”，我说“太闷不如… http://t.cn/R2z8gLx  ,无,无,2015-05-16 20:41,微博 weibo.com,21,50,12
Ci8na9xdC,上个月看 Android 的东西，忽然想到有个思路在另一领域也可借鉴，而且有可能实现这个领域的一场小小革命，正窃喜打算申请专利，今天在 Windows 10 里看到了类似的代码……微软里面狠人还是多。  ,无,无,2015-05-16 20:18,微博 weibo.com,40,11,15
Ci5bECXMk,http://t.cn/R2zyCxF 我后来又想了一下，结合 LBS、蓝牙和 WiFi 地址等，这套 MEME 物种隔离体系实际上可以往物理空间进行一定程度的扩展。  ,无,无,2015-05-16 12:12,微博 weibo.com,6,6,5
Ci4Qc6cVI,当年搞“工农兵大学生”，不考试，搞“推荐”，让人才选拔制度倒退到唐朝以前，认为可给工农子弟更多的上大学的机会。最后“推荐”出来的大多数是干部子弟。“素质教育”搞下去，也有这个趋势。《北京晨报》：南方某高校10年所招保送生绝大多数为厅官子女 某高校保送生多为厅官子女  ,无,无,2015-05-16 11:19,微博 weibo.com,70,845,105
﻿ChWxnAlxn,纽约时报中文网刊登了一篇文章，叫《纽约美甲业行业起底：凤姐有话说》http://t.cn/R2vkV85 。国内媒体转载，标题变成了《凤姐接受采访：我把美国人当亲人却遭种族歧视》。然后微博搞了一个#凤姐在美受歧视#的热门话题。  ,无,无,2015-05-15 14:11,微博 weibo.com,370,192,100
ChPC7uTZn,http://t.cn/R2PfuM3 “Google 不用防火墙了”，有点像《茶馆》里的唐铁嘴说“我已经不吃大烟了”。唐铁嘴为什么不吃大烟了？因为“我改抽白面儿啦”。Google 也不是艺高人胆大要撤防火墙，而是采用了更严格更细粒度的安全措施——“改抽白面儿啦”。  ,无,无,2015-05-14 20:33,微博 weibo.com,28,46,10
ChOW0xg7v,张馨予属于比较有侵略性的那种漂亮，就是你一看到就感觉会来抢老公的那种。大概也是这个原因，广播里那个女主持人黑起她来也格外毒。  ,无,无,2015-05-14 18:49,无,52,32,51
ChO7ndV64,行政部的同事给我搞了一个蛋糕，我很意外，一方面是看到她们花了心思做成这样特别的形状，一方面是看到这种充满 Gay 风的配色和蝴蝶结……  原图 ,http://ww1.sinaimg.cn/large/53899d01jw1es3vikrsrbj20hs0bnjtx.jpg,无,2015-05-14 16:45,微博 weibo.com,196,57,118
ChNAUkr4S,这两天特别适合看 BBC 当年那组“See both sides of the story”的图。  原图 ,http://ww3.sinaimg.cn/large/53899d01jw1es3t5vz2ckj20o60dkdja.jpg,无,2015-05-14 15:25,微博 weibo.com,42,40,3
ChLOGtFhy,http://t.cn/R2vF4i0 http://t.cn/R2vF4iO http://t.cn/R2vF4ip《复仇者联盟2》中文字幕事件，如果进一步发酵，估计那头没准要祭出悲情牌。比如老一辈翻译同志早年工作多么认真，现在家庭负担多么重，这份工作对他们多么重要，等等。所以业务水平差也应该被原谅，不原谅的人都是冷酷无情无理取闹。  ,无,无,2015-05-14 10:53,微博 weibo.com,29,43,27
ChH0so4eF,旁边这位坐下后，拿出一瓶依云水，一本养生书。我瞟了一眼书，主题似乎是补肾。比如谈了“戴耳机听音乐伤肾”，论据当然少不了“肾开窍于耳”，然而又扯了一堆耳朵边上的淋巴系统、免疫细胞啥啥的，大有科学扶乩，等离子消灾之高科技感。又有“女性要保护好能传宗接代的珍贵身体”等语。  ,无,无,2015-05-13 22:38,无,33,31,25
ChwazqrTT,偶然又看到“优秀的黑客首先是一个优秀的程序员”这个说法——有 yuange 做反面例子，这显然是伪命题（不服来战：http://t.cn/RAshYRb）。安全人才分很多类：搞 Web 的、搞二进制的，搞攻击的、搞防御的，搞软件的、搞硬件的，有没有通用的核心评价指标呢？我认为有，就是对 Attack Surface 的理解。  ,无,无,2015-05-12 19:03,微博 weibo.com,31,81,26
ChtzGbL5v,我在 @知乎 回答了【如何理解物理的尽头是数学，数学的尽头是哲学，哲学的尽头是神学？有什么事例吗？】：杨振宁家过年，想必也有过这样的对话： “小明，快叫杨伯伯”。 “这孩子一看就聪明，将来肯定有出息”。小明长大了，去找工作，在简历上写：“杨振宁说我一看就聪… http://t.cn/RAFHfjs  ,无,无,2015-05-12 12:27,微博 weibo.com,21,23,15
ChsqgdA4T,骗子年纪大了，不过是变成老骗子；混蛋死掉了，算是终于做了件好事。长者为尊，死者为大，不适用这些情况。  ,无,无,2015-05-12 09:31,微博 weibo.com,56,50,31
ChnRygwQx,我在 @知乎 回答了【能吃是一种怎样的体验？】：我的饭量在上大学时候达到巅峰。有一次开学，隔壁寝室的哥们从老家带来一袋蒸饺给我，我午饭后当零食吃了。后来他跟我说那里面有七十二个饺子。 http://t.cn/RAFy7Zb  原图 ,http://ww3.sinaimg.cn/large/53899d01jw1es0nll4kyqj20dc0fz414.jpg,无,2015-05-11 21:54,微博 weibo.com,25,23,25
ChnpnfSkm,北京这两天气温陡变，平地冻死狗。幸亏去年买了一身 PLA 的休养棉睡袍，除了抵御倒春寒，顺便把干休所的瘾也过了，这几十元花得真值。  ,无,无,2015-05-11 20:45,微博 weibo.com,23,1,16
CheDauVx6,如果不会盲打，只好看一眼屏幕，看一眼键盘，这样颈部就不会长期保持一个姿势，也就不容易得颈椎病。  ,无,无,2015-05-10 22:24,微博 weibo.com,59,39,39
ChdXnDcKN,这两个你们参考阅读，感受一下：http://t.cn/RAkZWQ8 http://t.cn/RAkZWQQ  ,无,无,2015-05-10 20:41,微博 weibo.com,6,65,5
ChcjE4K6F,作为意外事故的幸存者，有些人是“……我还活着……谢天谢地，真幸运”，有些人是“……我还活着……要发财了，小激动”。  ,无,无,2015-05-10 16:30,微博 weibo.com,22,9,14
Ch4rh1e6t,女友对小明说：“你们信息安全系的人就是不懂浪漫”。小明说：“我对你的爱就像 MD5 哈希那样独一无二，像 RC4 加密那样强壮可靠”。女友满意而甜蜜地点了点头。  ,无,无,2015-05-09 20:27,微博 weibo.com,43,182,64
Ch1Dhsdnn,人到中年，轻则发际线越来越高，重则头顶越来越稀。满清入关后，汉人剃发留辫当然是被迫的。不过现在想来，满人那种发型倒是实现了发际线上的共产主义，头顶上的均贫富，和日本古时候的流行的“月代”一样。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/53899d01jw1erxxfx9u5kj208w08udgh.jpg,http://ww3.sinaimg.cn/large/53899d01jw1erxxfzlc07j208w08w3zi.jpg",无,2015-05-09 13:19,微博 weibo.com,15,15,24
CgVzGjUAK,我发现最近很多人都在黑微商。我就问一句：胡雪岩到底怎么惹你们了？  ,无,无,2015-05-08 21:53,微博 weibo.com,48,38,35
CgSSYj1rJ,推荐阅读： 回应某些人对我的批评—这是一场战争  ,无,无,2015-05-08 15:03,无,26,93,7
CgR5FnEPn,发现街角新开了一家“JD+奶茶馆”。我一想：坏了，一会儿准得有十几个身上纹着抛光不锈钢狗的黑社会骑电动三轮车来砸场子。再细一看，就是他们自己开的……  ,无,无,2015-05-08 10:28,微博 weibo.com,35,20,17
CgLFhhWJW,看到一个名为《人类错误与出路》的讲座（卖票的，99元一张），谈了西方民主的虚伪性，并提出键盘参政的思路，认为：“只需借助网络和一个能忠实地为人民服务的政府，就可以实现真正的人民民主”。此人还有一场讲座，叫《地球是外星人实验室 地球人担负着创建理想地球的宇宙使命》。  ,无,无,2015-05-07 20:40,微博 weibo.com,10,9,12
CgKswt5ZT,现在搞安全的“可视化”，基本就是一张地图，然后激光炮、气功弹打来打去。刚才一个同行给我分享了一个可视化的方案，我觉得比那些强多了：http://t.cn/RAd1hXu  ,无,无,2015-05-07 17:35,微博 weibo.com,110,318,87
CgtjL0ZGw,今天老杨给我看了他们新招的鼓励师，看起来相当的鼓励。我感觉照这么鼓励下去，以后他们写的 HTML 都能编译。  ,无,无,2015-05-05 21:57,微博 weibo.com,39,31,39
CgsFAAQyE,刚才一个朋友要和我合影。我说大家都爱和我合影，因为能显脸小，相当于加一个天然瘦脸滤镜。这位不信，说我不可能比他脸还大。拍了一看，大出三分之一来。他惊呼不可能，让换个角度再拍，结果还是大。然后方才明白强中自有强中手，一头更比一头大的道理。  ,无,无,2015-05-05 20:18,无,56,15,28
CgqCyfta3,这个活动的内容细说起来比较复杂，可以简单概括为“中国好漏洞”。  原图 ,http://ww1.sinaimg.cn/large/53899d01jw1erte0cbauhj20hs0hsmz4.jpg,无,2015-05-05 15:05,无,17,8,7
CgjDfhISs,在 Windows 10 中，控制台已经可以像普通窗口一样自动最大化，并根据桌面大小自动调整列数，还支持 Ctrl+C 和 Ctrl+V。  ,无,无,2015-05-04 21:18,微博 weibo.com,42,73,46
CgahewJr0,以现代眼光看，种姓制度很不合理。但把那些在健康类电视养生节目里说“生姜冷冻会致癌”的专家们划归为旃陀罗是很合理的。  ,无,无,2015-05-03 21:29,微博 weibo.com,38,13,7
Cg7lb0aLo,刚才忽然想到一种可能有漏洞的调用方式，写代码一测，果然崩了。整个 HTML 文件只要 77 字节。  ,无,无,2015-05-03 14:00,微博 weibo.com,56,10,25
Cg50xqquC,知乎上有人问植物成精后算荤的还是素的。如果严肃地看成精问题，科学上与之最接近的概念是生物演化。以亿年为尺度看，我们都是当年的鱼成了精。不过，从地球上第一种植物诞生至今，再怎么演化，仍然还在植物届里混。另外，有巨量的人提出建国后不能成精的问题——嗯，其实人家说的是动物，没提植物。  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/53899d01jw1erqqfw1p8sj20eb0b2wfm.jpg,http://ww4.sinaimg.cn/large/53899d01jw1erqqde9hqlj20bl0hsn21.jpg,http://ww3.sinaimg.cn/large/53899d01jw1erqq2iqu2ej20j50cwgrh.jpg",无,2015-05-03 08:04,微博 weibo.com,23,10,11
CfW34pL8T,前阵子听说某公司的 HR 为了盯一个技术岗的候选人，跟着跑到机场聊。没聊好，就买了张机票上飞机接着聊。  ,无,无,2015-05-02 09:15,微博 weibo.com,70,64,58
CfHnQcGc9,我的一点个人成就：  原图 ,http://ww1.sinaimg.cn/large/53899d01jw1ernucs9s63j218g0xc47r.jpg,无,2015-04-30 19:55,iPad客户端,28,11,25
CfDebiSVq,Google 当年搞了 Dalvik，微软这回干的更漂亮（Win10兼容安卓和iOS 这是微软史上最危险豪赌），也算是后发优势。我觉得他们如果能再换掉一批 UED 经理，尤其是当初搞 Windows 8 的那帮人，翻身希望还是挺大的。  ,无,无,2015-04-30 09:21,微博 weibo.com,18,54,26
CfD072cLp,危邦不入，乱邦不居，老少边穷能不去就不去。  ,无,无,2015-04-30 08:46,无,87,33,20
Cfw33eb6R,有些人可能不知道，Google 仍然保留了位于国内的翻译、地图、趋势服务：translate.google.cn、ditu.google.cn、www.google.cn/trends，直接可用。  ,无,无,2015-04-29 15:04,微博 weibo.com,136,621,87
CfvsxtPtW,吃东西，用的碗不对，也会影响感受。比如吃拉面要碗大，吃不了可以少装点；吃卤肉饭要碗小，不够可以多来几碗。但如果小碗拉面、大碗卤肉饭，吃起来就差点意思了。  ,无,无,2015-04-29 13:34,微博 weibo.com,32,8,16
Cfvj2fYci,"漂亮的姑娘，不生出骄傲比较难；大国的国民，不生出民族主义也比较难。所以美国人的“My country, right or wrong”和“Dealing death to terrorism throughout the world”可以很容易在中文互联网世界中找到匹配度极高的译文：“儿不嫌母丑，狗不嫌家穷”、“犯我强汉者，虽远必诛”。  ",无,无,2015-04-29 13:11,微博 weibo.com,90,75,11
Cfqx55JGV,写代码切忌吃冰激凌，因为不知不觉就会吃掉半斤。  ,无,无,2015-04-29 01:01,微博 weibo.com,52,33,28
Cfp7b3XLU,Windows 8.1 又叫 Windows PLA。  ,无,无,2015-04-28 21:25,微博 weibo.com,34,9,15
Cfp6nFp1y,虽然微软对外跳过了 9 这个版本号，但微软网站上 Windows 10 预览版的下载目录仍然是“W9TPI”。#强迫症让世界更美丽#  ,无,无,2015-04-28 21:23,微博 weibo.com,19,8,4
CflZTFbu7,我发现不少人特容易被感动。有一种是在网上看到个啥啥啥就感动了，这还好，容易治。还有一种是在网上看到个啥啥啥就感动了，然后又被感动了的自己给感动了，然后又被感动了的自己给感动了，然后又被感动了的自己给感动了……这种无穷递归属于绝症。  ,无,无,2015-04-28 13:29,微博 weibo.com,58,51,40
CfbU4kyMs,最近那个“千万年薪”的传说又冒出来了。HR 的同事很担心，怕这个谣言影响其它团队的心理平衡。我说你知足吧，这瞎话去年曾经一度传到两千万……不过我自己倒挺开心的，因为老板看了也许会觉得捡了个大便宜。  ,无,无,2015-04-27 11:47,微博 weibo.com,17,40,28
Cfby9Bu4V,汪国真和琼瑶一样，代表了一个纯真而廉价的年代，对 90 年代灭处运动居功至伟。不过社会毕竟在进步，会抄几句诗就能骗炮的年代已经一去不复返了。  ,无,无,2015-04-27 10:53,微博 weibo.com,50,49,25
Cfb9VDhkP,辟谣是比较理直气壮的事，但揭穿“正能量”的谣言，会感觉有一点亏心，还有一点害怕。这病治好了，就迈向新世纪了。  ,无,无,2015-04-27 09:53,iPhone 5s,37,23,12
Cf1w7uXOx,追求生活品质和 Gay 之间的界线太模糊了。  ,无,无,2015-04-26 09:20,微博 weibo.com,98,118,56
CeTZkplpj,去年 ISIS 围攻辛贾尔山期间，这个背着枪保护自己和家人的 14 岁姑娘的照片在社交网络里被疯狂转发——象征西方文明的矿泉水瓶，象征暴力的步枪，消瘦的身躯和疲惫的眼神，远处的母亲和妹妹。  原图 ,http://ww1.sinaimg.cn/large/53899d01jw1erhrmnad8aj20zu0o4dml.jpg,无,2015-04-25 14:10,微博 weibo.com,249,484,50
CeSZlvzMa,“糟粕”和“精华”是后人根据当世的价值观划分的。“点翠”是不是文化？如果镏金、斗彩、掐丝珐琅是文化，为什么“点翠”不是文化？接受了现代教育，接受了当世价值观，但又放不下那点民族主义的人，这时候就会比较纠结，只好使出“不是真正的”这个法宝，把糟粕那部分，划归为“不是真正的文化”。  ,无,无,2015-04-25 11:38,微博 weibo.com,31,19,12
CeSM3onrv,不少人问过我，为什么有些学校出的安全人才比较多。我认为有三个因素：1、学校管理层中有重视这个方向的人；2、学生中有搞安全的气氛和传统；3、学校的录取分数线比较高。前几天又有人问为什么绿盟出了那么多不错的技术人员，我想了想，其实也是三个类似的原因。#祝贺绿盟科技成立15周年#  ,无,无,2015-04-25 11:05,微博 weibo.com,36,13,15
CeNMJlGJN,刚才听到两人聊天，大概是谈论某个同事：“……他工作能力是强，我承认，他以前是学霸……学霸出身的人就擅长单兵作战……学霸都情商低，低于社会正常水平……他们就是只能学习单一的知识……中国社会就不应该培养这样的人……他们都是死记硬背，应该理解性地学，理解性地记……”  ,无,无,2015-04-24 22:23,iPhone 5s,30,40,43
CeNwRFb4V,这可不是黑啊——我确实想了两秒钟才意识到那是P，不是尸。  原图 ,http://ww3.sinaimg.cn/large/53899d01jw1ergzrq4586j20f00qomzv.jpg,无,2015-04-24 21:44,iPhone 5s,23,29,23
CeLzfBalh,从长远来看，要搞好国家信息安全，就要搞好国家信息产业，只有这样才能实现最大化的自主可控，而不是眼前这一点自主可控。如果过于考虑应对眼前的问题，就只能永远应对，无法掌握主动。  ,无,无,2015-04-24 16:44,iPhone 5s,53,19,10
CeLuPoE5X,刚才朋友介绍了 Ingress 这个游戏，我看了感觉有点发凉。以前还要偷偷派人来搞测绘，现在一下子有了这么多义务测绘员，而且粒度细到一砖一瓦，比 Street View 厉害多了。借助这些数据可以对任何一个局部战场进行推演模拟。即使这游戏不是 CIA 投资的，如果他们不对这些数据动脑筋就太傻了。  原图 ,http://ww3.sinaimg.cn/large/53899d01jw1ergqsdx0opj20lo0dqdiy.jpg,无,2015-04-24 16:33,iPhone 5s,39,99,45
CeI0RbgBE,小明对小梅说：“我以为你们是做滤波器的，没想到你们还做芯片”——请问小梅在哪家公司工作？  ,无,无,2015-04-24 07:41,iPhone 5s,16,36,39
CeuHDiLlK,我有个梦想，就是能被新浪加V认证为：“微博红人，因为偶然被路人拍到的一张帅气俊朗的照片而走红”。  ,无,无,2015-04-22 21:48,微博 weibo.com,74,20,52
CettipAK1,我在 @知乎 回答了【电脑插入U盘就可以拷贝走过去一个星期的使用记录？】：那个“U 盘”可能不只是 U 盘。因为 USB 协议支持一个口上同时连接多个设备，所以可以让一个貌似“U 盘”的设备同时仿真出一个键盘和一个 U 盘…所以，如果一个黑客愿意用你的 U 盘，就说明他很信任你。http://t.cn/RAj5xPH  ,无,无,2015-04-22 18:40,微博 weibo.com,26,60,9
CeoRUl0iB,昨天 sbilly 问起最近那个“入侵飞机系统”的新闻，我说这个新闻很好地呈现了信息在传播中的扭曲。安全类信息的传播路径一般是这样：研究人员->安全媒体->科技媒体->大众媒体，然后随之：ｃ -> ｏ -> ８ -> ∞  ,无,无,2015-04-22 06:57,iPhone 5s,43,34,12
CekOzyFxt,战国时候有很多分散投资的智慧，比如一个去辅佐魏国、另一个就辅佐齐国；一个搞合纵，另一个就搞连横；一个帮公子纠，另一个就帮公子小白……所以如果生两个小孩，就要一个学 ruby，另一个学 python。  ,无,无,2015-04-21 20:38,微博 weibo.com,32,57,30
CebpyBbAx,还是当程序员好，就算吸毒，也不会被人从项目里把你写的代码都删除，再终生禁止编程。  ,无,无,2015-04-20 20:41,微博 weibo.com,81,69,30
Ceb0afSrh,"还是那个中国人，记录了当时西方的女用安全套：“……不意更有女用以防男者，其物亦造以古米，周约四寸，深不盈寸，形如银碗。凡娼妇恐男子有疾而染己身者，先置此物于阴门，则无沾染之患""。（”古米“即 Gummi，橡胶的德语）  ",无,无,2015-04-20 19:39,微博 weibo.com,17,4,15
CeaYFsohC,第一个记载安全套的中国人对其进行的批判：“闻外国人有恐生子女为累者，乃买一种皮套或绸套，冠于阳具之上，虽极颠凤倒鸯而一雏不卵……其法固妙矣，而孟子云：不孝有三，无后为大。惜此等人未之闻也。要之倡兴此法，使人斩嗣，其人也罪不容诛矣。所谓始作俑者，其无后乎！”  ,无,无,2015-04-20 19:35,微博 weibo.com,22,13,12
CeaXAEzbK,"中国人第一次见到安全套时发出的感慨：""闻英、法国有售肾衣者，不知何物所造。据云，宿妓时将是物冠于龙阳之首，以免染疾。牝牡相合，不容一间，虽云却病，总不如赤身之为快也。""  ",无,无,2015-04-20 19:32,微博 weibo.com,26,39,23
Ce8KXvOPz,我觉得手机越做越大是个阴谋。这样你兜里就没地方装钱包，只好用手机支付了。  ,无,无,2015-04-20 13:56,微博 weibo.com,216,637,100
